company,cpc,country
ZTE,0.33157435085824194,0.4636211441458856
Huawei Technologies,0.3314157643986254,0.3796926874022042
Anhui_Sharetronic,0.08865132895321845,0.5390814240268663
Xian_Iraine,0.12549464151671058,0.5373222685761257
Shanghai_Langbo,0.36055663599466553,0.47472494617331334
Nanjing_IoT,0.04489609217758483,0.4896852521985329
SUZHOU_XUANHE_IOT,0.035080890211404245,0.4884446625805496
Jiangsu_IoT,0.07648013909463891,0.4829184482647362
China_Mobile,0.20205547273557906,0.41692132245677904
JBT_Smart_Lighting,0.01460920379839299,0.4005946749560751
Qinchuan_IoT,0.01583332910655625,0.43038062775981517
Mayixiongbing_IoT,0.014331827605054751,0.40922391231861954
QIANHAI_LINGJU,0.029260347814575465,0.33489996767312796
Livall,0.029260347814575465,0.33489996767312796
