company,cpc,country
Huawei Technologies,0.3663657727845817,0.4450476043566759
Apple,0.33863654308491214,0.2975588886843496
Shanghai_Langbo,0.05425291361227213,0.3234790797978013
Intel,0.19096853094242916,0.20535444250796345
China_Unicom,0.28935050347217056,0.3443004038589044
China_Mobile,0.11216115319954433,0.35469039451315415
SGCC,0.09392804697427189,0.3579525205865224
LG Electronics,0.36868290218144195,0.29737599177809787
Beijing_Sankuai,0.12253506331931568,0.37697759094562466
Tencent Technology Shenzhen,0.15779748452544548,0.37962070027606076
China_Mobile_IoT,0.13025469520975158,0.3983815130186859
Ericsson,0.37425126467801917,0.2954675444710448
Alipay Hangzhou Information Technology,0.1766923691225354,0.4100066111041677
Xiaomi,0.3857148333287995,0.4142833320982827
