company,cpc,country
Qinchuan_IoT,0.5891946630866348,0.6103761270639043
SUZHOU_XUANHE_IOT,0.2409666815268291,0.6164299766009562
Jiangsu_IoT,0.42031509411703694,0.5439762999493415
Hansense_IOT,0.13069384464694675,0.4133061390956831
Nanjing_IoT,0.2702790944354515,0.41044502294895663
ABEJ_IOT,0.010702346488732488,0.4077611700181442
Huawei Technologies,0.6195991020169921,0.2651190050124069
QIANHAI_LINGJU,0.0007663210990211304,0.36488186462066596
Livall,0.0007663210990211304,0.36488186462066596
THZST,0.00663640394810818,0.398468746641283
Mangoiot,0.007457730865330269,0.4004515137443355
Chongqing_Liuhe_IOT,0.004612202410045717,0.4004515137443355
Huizhou_Sanhe_IOT,0.09184275464386692,0.40353572451474207
Xian_Iraine,0.5326955832788053,0.4079774033238964
