company,cpc,country
Qualcomm,0.369315154135995,0.1812053092736444
Ericsson,0.4134126445919373,0.19920807093079484
Intel,0.2597460211004111,0.27868412554391275
IBM,0.26693831927373746,0.3373493892693237
Cisco Systems,0.4972913357660715,0.4722498916960007
Microsoft,0.48219020002004276,0.47066114112958113
LG Electronics,0.5464706910701422,0.48573358983263615
NTT Docomo,0.6743042664957105,0.3989106804940413
Nokia,0.7387426345790005,0.5579171077073974
NEC,0.7143986239656411,0.5248542113822371
Amazon Technologies,0.6999903597126835,0.6633734762549912
Apple,0.8113793780822678,0.6956254018973328
Sony,0.7203592853951997,0.6138523717074729
Sharp,0.8312008221988432,0.5543822888423162
