company,cpc,country
Intel,0.35800437742829827,0.35578351520621965
Qualcomm,0.5214812013316451,0.3388234170465396
Ericsson,0.6730864616471,0.4141004897703048
LG Electronics,0.8139804075404138,0.6779221591556863
IBM,0.6309325100494665,0.7506405652283311
Cisco Systems,0.7867543716739291,0.7477943007337144
Microsoft,0.8950428903280487,0.839824376251767
Sony,1.1189024862362424,0.981388163935425
NEC,1.1756674544478525,0.9761837155583799
Electronics and Telecommunications Research Institute ETRI,1.1810254798111084,1.1646396693508456
NTT Docomo,1.3513501996977983,1.0519197461068566
Convida Wireless LLC,1.3289074674609935,1.111788929125646
Amazon Technologies,1.354254383838634,1.2983480305739232
Nokia,1.3948493638172803,1.183637969893534
